Область,Регион,Город,Гор.район,Квартал,Улица,Дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Зеленый проезд,9 д.
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,Луговая ул.,здание 20
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Баныкина,здание 60
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Жилина,21 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Ул.70 лет Октября,Д.56
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,8 КВ-Л,улица Спортивная,здание 18В
Самарская обл.,,г.Жигулевск,,,Трасса м-5,здание 960 КМ
Самарская обл.,,г. Самара,Ленинский р-н,,Владимирская улиц.,здание 26
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Горького,здание 16
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,12 кв.,Ул.Автостроителей,104 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Ясеневая,здание 3
Самарская обл.,,г. Самара,Октябрьский р-н,,улица Ново-Садовая,387 дом
Самарская обл.,,г. Самара,Октябрьский р-н,,Ленина пр-т,2 дом
Самарская обл.,,г. Самара,Кировский р-н,,Ул.Дальневосточная,6 д.
Самарская обл.,Ставропольский р-н,с.Тимофеевка,,,улица Королева,5 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Сызранский проезд,46 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Шевченко проезд,50 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Гидротехническая ул.,37 дом
Самарская обл.,Ставропольский р-н,с.Васильевка,,,Мира ул.,здание 52
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Белинского ул.,18
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Пролетарская ул.,96 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,50 лет Октября б-р,63 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,КВ.18,Ул.70 лет Октября,78 дом
г.Тольятти,Ворошилова ул.,Автозаводский микрор-н,,10,Самарская обл.,16 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,10,Луначарского б-р,8 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Татищева б-р,здание 1
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,137 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.15,Ул.Автостроителей,здание 28
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,КВ.3б,Ст. Разина пр-кт.,55/8 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.4,Ул.Юбилейная,здание 11
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,здание 160
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ул.Громовой,10 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.  5,Орджоникидзе б-р,Д.13
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,здание 106
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,12 кв.,Гая б-р.,здание 22
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,17  кв.,Ул.40 лет Победы,здание 56
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Водников проезд,Д.19
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Алтайская ул.,18 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Армейский проезд,3 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.4,Ст. Разина пр-кт.,10 д.
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Матросова улиц.,40 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,10,Ворошилова ул.,4
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,10,Луначарского б-р,здание 9А
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,10,Луначарского б-р,2
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.6,Московский пр-кт,47 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.15,Ул.Автостроителей,Д.60
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,7 к.,Ул.Юбилейная,37 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Голосова улиц.,59 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Каштановая улиц.,10 д.
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Куйбышева улиц.,20 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Вокзальная,32 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.6,Московский пр-кт,59 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ул.Громовой,34 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,7 к.,Ул.Юбилейная,Д.53
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Коммунистическая,36 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ушакова улиц.,36 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Тимирязева пр.,95 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Молодежный б-р,16 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Борковская ул.,99 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,3 КВАР-Л,Московский пр-кт,42 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,7 к.,Ул.Юбилейная,61А дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Матросова улиц.,35 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Вокзальная,Д.64
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Коммунальная ул.,Д.31
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Матросова улиц.,Д.10
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Ботаническая ул.,50 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.  5,Ст. Разина пр-кт.,Д.18А
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Окраинная,11 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,12 кв.,улица Дзержинского,25А д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Донской 7-й проезд,7 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,12 кв.,Ул.Автостроителей,102 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Карла Маркса улиц.,16 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Комсомольская ул.,Д.40
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,(нет),НЕТ д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Московский пр-кт,0 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Южное ш.,БОТСАД дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Макарова ул.,1
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,31 квартал,Ул.Юбилейная,Д.6
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Ларина,здание 60
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ул.Ставропольская,5 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,20 кв,Ул.70 лет Октября,22А дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Гражданский проезд,Д.2
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Минский 1-й проезд,17 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Мурысева ул.,Д.98
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Южное ш.,111А дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Копылова,турбаза Волна,здание -
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,КВ.18,Южное ш.,73 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.1,Московский пр-кт,31 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Минский 2-й проезд,46 дом
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Зелёная ул.,здание 20
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Школьный проезд,19 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Жилина,3 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ленина улиц.,Д.35
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Дзержинского,здание НЕТ
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Чапаева,Д.76
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Молодежная ул.,здание 9
Самарская обл.,Ставропольский р-н,с.Подстепки,,,улица Изумрудная ,Д.27
Самарская обл.,Ставропольский р-н,пос.Приморский,,,Садовая улиц.,28
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Ул.Юбилейная,Д.2В
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,20 кв,улица Тополиная,9А д.
Самарская обл.,Ставропольский р-н,п. Поволжский,,,Космонавтов пер.,Д.2
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Рабочий проезд,32
Самарская обл.,Ставропольский р-н,с.Подстепки,,,улица Строителей,Д.21
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ул.Железнодорожная,Д.ЭЧ-11
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,Ул.Рябиновая,11 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Новозаводская улиц.,2А СТР.1 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Новозаводская улиц.,6Л дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,3 КВАР-Л,Московский пр-кт,37
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Новозаводская улиц.,здание 6П
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.15,Ул.Автостроителей,66 дом
Самарская обл.,Ставропольский р-н,пос.Приморский,,,улица Рябиновая,Д.34
Самарская обл.,Волжский р-н,с.Мастрюково,,,Мастрюковская,Д.3
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Луговой проезд,17 д.
Самарская обл.,Ставропольский р-н,с.Подстепки,,,улица Изумрудная ,14Б дом
Самарская обл.,Волжский р-н,с.Мастрюково,,,ЖГИЗ,здание 10Ю
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Минская ул.,1
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Борковская ул.,49 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,3 КВАР-Л,Фрунзе ул.,16А дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Северная ул.,здание 26
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мичурина,93 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Карла Маркса улиц.,29 д.
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,Солнечная улиц.,18
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,улица Журавлиная,2 дом
Самарская обл.,Ставропольский р-н,с.Борковка,,,Октябрьская,Д.2А
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Лесопарковое ш.,33 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Коммунальная ул.,Д.33
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,Южный пр.,Д.9
Самарская обл.,Ставропольский р-н,с.Васильевка,,,улица Коллективная,82 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Татищева б-р,6А дом
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Мира ул.,64 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Новозаводская улиц.,2А КОРП236 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Школьный проезд,5 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Чапаева,79
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Фадеева,23 дом
Самарская обл.,,г. Самара,Самарский р-н,,улица Фрунзе,59 д.
Самарская обл.,,п. Новосемейкино,,,Промышленное шоссе,43 дом
Самарская обл.,Ставропольский р-н,с.Васильевка,,,Никонова ул,3А д.
Самарская обл.,,г. Самара,Кировский р-н,,Ул.Мирная,162 дом
Самарская обл.,,г. Самара,Промышленный р-н,,9-я просека,УЧАСТОК 99 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Льва Толстого ул.,28 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,125 д.
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Мурысева ул.,здание 85
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ярославская ул.,53 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Онежский 9-й проезд,Д.8
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ул.Громовой,здание 49
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Молодежный б-р,19 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Шлюзовая,29 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Заставная,здание 24
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Татищева б-р,здание 19
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.15,Ул.Автостроителей,65 дом
Самарская обл.,Ставропольский р-н,с.Борковка,,,Кооперативная улиц.,9 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Донской 7-й проезд,4 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Хрящевское ш.,здание 9
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Обводная дорога,здание 6
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Школьный проезд,Д.24
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Окраинная,здание 7
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,10,улица Дзержинского,35А д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ленинградская улиц.,56 дом
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Набережная ул.,здание 166
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Южное ш.,30 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.1,улица Революционная,здание 38
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Садовая ул.,18 дом
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Васильковая улиц.,здание 30
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Онежский 2-й проезд,здание 6
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Вокзальная,здание 96
Самарская обл.,Ставропольский р-н,с.Борковка,,,улица Северная,18Г дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.21,Ул.40 лет Победы,2 дом
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Солнечная улиц.,23 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.4,Ст. Разина пр-кт.,12 д.
Самарская обл.,Ставропольский р-н,с.Подстепки,,,улица Ст. Разина,здание 38
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,Заволжская,21 дом
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Солнечная улиц.,142 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Льва Толстого ул.,здание ВАГОНЧИК
Самарская обл.,Волжский р-н,с.Мастрюково,,,Береговая ул.,1 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Московский пр-кт,здание 28А
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Набережная ул.,здание 53
Самарская обл.,Ставропольский р-н,с.Тимофеевка,,,Тимофеевская ул.,19 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Ларина,Д.161А
Самарская обл.,Ставропольский р-н,с.Тимофеевка,,,Строителей ул.,9А дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Рабочая,7 дом
Самарская обл.,,г. Самара,Октябрьский р-н,,Ленина пр-т,здание 5
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,8 КВ-Л,Ул.Юбилейная,Д.ПАВ-ОН
Самарская обл.,,г. Самара,Октябрьский р-н,,улица Ново-Садовая,Д.33
Самарская обл.,Ставропольский р-н,пос.Приморский,,,Сосновая ул.,7
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,Ул.Рябиновая,5 дом
Самарская обл.,,г. Самара,Октябрьский р-н,,Ленина пр-т,10 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.15,Ворошилова ул.,2А дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,КВ.3б,Фрунзе ул.,4Б дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,11к,Жукова ул.,44 д.
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Коммунистическая,Д.34
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ярославская ул.,здание 57
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,10,Луначарского б-р,15 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Герцена ул.,Д.58
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Алтайская ул.,15 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,9-го Января проезд,67 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Мурысева ул.,здание 62
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,Ул.70 лет Октября,39 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,50 лет Октября б-р,6 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Маяковского ул.,74 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Васильковая,здание УЧ.44
Самарская обл.,Ставропольский р-н,с.Тимофеевка,,,Строителей ул.,здание 5 А
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,50 лет Октября б-р,32 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,9 к.,Туполева б-р,здание 15Б
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,7 к.,Ст. Разина пр-кт.,здание ОКОЛО 60
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Октябрьская улиц.,148 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Базовая,6А дом
Самарская обл.,Ставропольский р-н,Ягодное село,,,улица Ново-полевая,26 дом
Самарская обл.,Ставропольский р-н,с.Подстепки,,,улица Луговая,57 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Чайкиной,здание 26А
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,Солнечная улиц.,здание 107
Самарская обл.,Ставропольский р-н,с.Подстепки,,,улица Изумрудная ,35 дом
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Калиновый пер.,здание 2
Самарская обл.,Ставропольский р-н,с.Тимофеевка,,,Пограничная улиц.,здание 142
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Калиновый пер.,здание 15
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Чайкиной,здание РЫНОК
Самарская обл.,Ставропольский р-н,Ягодное село,,,Кооперативная ул.,здание 18
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Ул.70 лет Октября,здание 48А
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,здание 57
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Печорский проезд,здание 34
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Лунный проезд,65 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,КВ.3б,Южнее Здания №6А,здание -
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,Восточный проезд,здание 16
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Льва Толстого ул.,здание 5А
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Матросова улиц.,42 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,50 лет Октября б-р,65А д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,12 кв.,Гая б-р.,27 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Пролетарская ул.,здание 103
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Карла Маркса улиц.,23
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Горького,здание 44
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Ларина,107 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Механизаторов улиц.,здание 29
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Ул.Автостроителей,здание 1А
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Автозаводское  ш.,41 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Ларина,76
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,3 КВАР-Л,Московский пр-кт,39 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Лесной 3-й проезд,21 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ленина улиц.,здание 43А
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Гидротехническая ул.,Д.3
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Победы ул.,10 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ленинградская улиц.,Д.31
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,12 кв.,Ворошилова ул.,23А дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,8-го Марта проезд,13 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Уральская,81 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Лесной 4-й проезд,20 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Шевченко проезд,119 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Южное ш.,113 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Воскресенская ул.,25 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ул.Громовой,34А дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Суворова проезд,Д.2
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,60Б д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,11к,Ст. Разина пр-кт.,73А дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,2 кв-л,улица Революционная,18А дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Новопромышленная улиц.,14 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Борковская ул.,здание 61
Самарская обл.,Ставропольский р-н,с.Борковка,,,Калинина ул.,здание 39А
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Вокзальная,44 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Тимирязева ул.,Д.74
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,КВ.3б,Жукова ул.,6 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Татищева б-р,здание 23
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Шлюзовая,33 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Горького,57 д.
Самарская обл.,Ставропольский р-н,Ягодное село,,,улица Волжская,48 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,9 к.,Туполева б-р,Д.6
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,8 КВ-Л,улица Спортивная,14 д.
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Майский проезд,66А д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,8 КВ-Л,улица Спортивная,18Б дом
Самарская обл.,Ставропольский р-н,Ягодное село,,,улица Грачева,21 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,Ул.70 лет Октября,43 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Лесной 6-й проезд,1А дом
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,улица Центральная,здание 17
Самарская обл.,Ставропольский р-н,с.Тимофеевка,,,Мира улиц.,Д.8А
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,11к,Приморский б-р,4А д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Победы ул.,Д.19
Самарская обл.,г.Тольятти,Центральный р-н мик.,,улица Лесная,,Д.13
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Набережная ул.,191 дом
Самарская обл.,Ставропольский р-н,с.Васильевка,,,улица Коллективная,100/1 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Кедровая,5 д.
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Орлиный пер.,2 д.
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Молодежная ул.,23 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,2 кв-л,Кулибина б-р,13 д.
Самарская обл.,Ставропольский р-н,с.Тимофеевка,,,Энергетиков ул.,1А дом
Самарская обл.,,г. Самара,Железнодорожный р-н,,Мяги улиц.,5 дом
Самарская обл.,,г. Самара,Советский р-н,,Санфирова ул.,Д.91А
Самарская обл.,,г. Самара,Октябрьский р-н,,улица Лесная,23 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Ул.70 лет Октября,60А дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Уральская,93 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Сахалинский проезд,15 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Жукова ул.,51 д.
Самарская обл.,Ставропольский р-н,с.Васильевка,,,улица Шоссейная,Д.46
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Первомайская ул.,87 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Ларина,Д.121
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,8-го Марта проезд,10 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,улица Тополиная,32 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,Ул.Автостроителей,21 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,110
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,Цветной б-р,25
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,2 кв-л,Московский пр-кт,1/81 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Комсомольская ул.,Д.151
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Жилина,Д.44
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.6,Королева б-р,17 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,20 кв,Ул.70 лет Октября,16 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,улица Тополиная,30
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,13ква-л,Ул.40 лет Победы,108 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,9 к.,Туполева б-р,14 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,3акв-л,Фрунзе ул.,14 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ленина б-р,20
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.15,Ул.Автостроителей,32 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,14 кв-л,Ул.Автостроителей,43
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Чапаева,90 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Автозаводское  ш.,9 д.
Самарская обл.,Ставропольский р-н,с.Борковка,,,Рябиновая улиц.,Д.НЕТ
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,25 Лет октября ул.,11
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Бородинский проезд,81 дом
